id	fieldname	score	t_begin	t_end	details	dir
2035.12	id2035_gearS12	7.8	4620	4780	Geely-id35-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\45-35_sync.mat
2035.23	id2035_gearS23	7.9	4780	4990	Geely-id35-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\45-35_sync.mat
2035.34	id2035_gearS34	8.8	5086	5294	Geely-id35-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\45-35_sync.mat
2035.45	id2035_gearS45	8.5	5594	5806	Geely-id35-gearS45	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\45-35_sync.mat
2036.12	id2036_gearS12	7.9	1297	1441	Geely-id36-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\46-36_sync.mat
2036.23	id2036_gearS23	8.1	1449	1647	Geely-id36-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\46-36_sync.mat
2036.34	id2036_gearS34	7.8	1695	1887	Geely-id36-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\46-36_sync.mat
2036.45	id2036_gearS45	7.8	2183	2385	Geely-id36-gearS45	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\46-36_sync.mat
2037.12	id2037_gearS12	8.2	3459	3613	Geely-id37-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\37-47-1_sync.mat
2037.23	id2037_gearS23	8.1	3639	3817	Geely-id37-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\37-47-1_sync.mat
2037.34	id2037_gearS34	8.0	4041	4197	Geely-id37-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\37-47-1_sync.mat
2037.45	id2037_gearS45	8.2	4535	4737	Geely-id37-gearS45	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\37-47-1_sync.mat
2038.12	id2038_gearS12	8.0	2781	2939	Geely-id38-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\38-48_sync.mat
2038.23	id2038_gearS23	8.1	3023	3177	Geely-id38-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\38-48_sync.mat
2038.34	id2038_gearS34	7.6	3421	3573	Geely-id38-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\38-48_sync.mat
2040.12	id2040_gearS12	8.0	3703	3847	Geely-id40-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\40-50_sync.mat
2040.23	id2040_gearS23	8.2	3851	4059	Geely-id40-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\40-50_sync.mat
